Average Max,Average Mean,Average Min,Average Variability,Weekday,Region,Timeslot,Avg_Traffic
599.2857142857142,369.71428571428567,234.57142857142856,0.9418301836348733,5,3,0,519.6923077
824.4285714285713,522.1428571428571,341.14285714285717,1.0102243569701026,5,3,2,1966.6153846
710.2857142857142,460.57142857142856,307.57142857142856,1.0678669661118665,5,3,3,1744.9230769
601.8571428571429,388.0,257.85714285714283,1.059222118946566,5,3,4,1585.5384616
588.7142857142858,381.57142857142856,254.7142857142857,1.0751542736683335,5,3,5,1473.2307692
843.1428571428571,494.57142857142856,300.42857142857144,0.8618076389703095,5,3,1,749.5384614999999
610.1428571428571,372.4285714285714,237.14285714285717,0.9585930554268492,1,3,0,355.5384616
736.0,468.1428571428572,309.85714285714283,1.060035586220873,1,3,2,1873.2307693
676.5714285714286,426.0,275.57142857142856,0.9798431605621908,1,3,3,1702.4615384
591.5714285714286,379.71428571428567,250.28571428571428,1.0290133014702891,1,3,4,1432.6153846000002
680.0,388.28571428571433,225.7142857142857,0.8140079209799824,1,3,5,878.4615385
809.4285714285713,485.71428571428567,300.57142857142856,0.8976434398437222,1,3,1,696.4615385
556.8571428571429,354.57142857142856,230.42857142857144,0.9997357130215117,6,3,0,768.6153846
693.2857142857142,438.71428571428567,288.57142857142856,1.0383183096579531,6,3,2,1856.5
654.7142857142858,419.0,277.0,1.0421009611030734,6,3,3,1624.8333333
600.7142857142858,383.57142857142856,252.42857142857144,1.043283659687682,6,3,4,1537.3333334000004
578.8571428571429,377.4285714285714,255.0,1.1004094696221534,6,3,5,1594.3076922999999
663.0,381.57142857142856,233.42857142857144,0.926802921517182,6,3,1,278.66666669999995
569.5714285714286,357.42857142857144,231.14285714285717,0.9955242916901272,7,3,0,897.0
624.0,401.28571428571433,266.7142857142857,1.0684340889847783,7,3,2,1344.1538461
591.8571428571429,377.57142857142856,248.85714285714286,1.048587419533283,7,3,3,1199.0769231
615.2857142857142,385.4285714285714,246.57142857142856,0.965736911107027,7,3,4,1177.3846154
588.0,371.4285714285714,241.0,0.9877278688722396,7,3,5,888.3076922999999
678.1428571428571,393.4285714285714,237.14285714285717,0.8940039072430358,7,3,1,207.53846154000001
575.5714285714286,344.1428571428572,213.42857142857144,0.901685954611862,4,3,0,344.0
825.2857142857142,525.0,344.71428571428567,1.0249398674107286,4,3,2,2620.153846
714.1428571428571,453.8571428571428,297.2857142857143,1.014247388613553,4,3,3,2190.3076922
611.2857142857142,386.8571428571428,250.7142857142857,1.0025111574727574,4,3,4,1886.9230769
571.0,375.57142857142856,254.0,1.1130973870304497,4,3,5,1314.1538461
912.0,532.7142857142857,323.85714285714283,0.8668698571922521,4,3,1,1166.1538461999999
580.8571428571429,360.0,230.7142857142857,0.9641322678140803,2,3,0,305.6923077
811.0,507.8571428571428,328.57142857142856,0.9975311168324694,2,3,2,2524.923077
641.5714285714286,420.8571428571428,283.57142857142856,1.1032753491259837,2,3,3,1973.2307696000003
575.7142857142858,380.4285714285714,258.14285714285717,1.1182491076258343,2,3,4,1595.2307692999998
568.1428571428571,364.1428571428572,239.0,1.027854408873257,2,3,5,1011.3846154
892.5714285714287,514.5714285714286,308.14285714285717,0.8321929322893394,2,3,1,1044.9230769
576.8571428571429,343.57142857142856,210.28571428571428,0.8709802682017594,3,3,0,287.0769231
828.7142857142858,523.2857142857143,339.2857142857143,0.9974071057286216,3,3,2,2819.846154
769.1428571428571,485.8571428571428,313.42857142857144,0.9775688042552064,3,3,3,2356.0
620.5714285714286,396.1428571428572,259.14285714285717,1.0103038245118432,3,3,4,1834.0
594.8571428571429,376.1428571428572,243.42857142857144,0.987165790736528,3,3,5,1139.6923077
903.1428571428572,540.5714285714286,336.42857142857144,0.9060948239375074,3,3,1,1227.3846154
559.0,199.0,71.0,0.4077868852459016,5,1,0,41.709401709999995
865.0,312.0,112.0,0.4143426294820717,5,1,2,183.0
804.0,305.0,116.0,0.4433139534883721,5,1,3,123.98717948000001
677.0,259.0,99.0,0.4480968858131488,5,1,4,93.66666667
658.0,254.0,98.0,0.4535714285714286,5,1,5,88.0
746.0,240.0,77.0,0.3587443946188341,5,1,1,33.84615384
492.0,182.0,67.0,0.4282352941176471,1,1,0,8.828282829
694.0,263.0,99.0,0.44201680672268906,1,1,2,163.53846154000001
653.0,241.0,89.0,0.4273049645390071,1,1,3,98.61538462
571.0,215.0,81.0,0.4387755102040816,1,1,4,71.23076922999999
519.0,201.0,77.0,0.4547511312217194,1,1,5,34.92307693
764.0,242.0,77.0,0.3522561863173217,1,1,1,28.897435897
549.0,201.0,73.0,0.4222689075630252,6,1,0,48.16666667
747.0,281.0,105.0,0.4376947040498442,6,1,2,261.5
744.0,272.0,100.0,0.42236024844720504,6,1,3,128.0
668.0,254.0,96.0,0.4440559440559441,6,1,4,92.33333334
704.0,267.0,101.0,0.4427860696517413,6,1,5,122.38461538
571.0,178.0,55.0,0.3449612403100775,6,1,1,16.233333332999997
575.0,213.0,79.0,0.42943548387096775,7,1,0,73.33333333
677.0,255.0,96.0,0.4388984509466437,7,1,2,155.53846154000001
550.0,205.0,76.0,0.4324894514767933,7,1,3,55.53846154
536.0,197.0,72.0,0.4245689655172414,7,1,4,35.5
514.0,188.0,69.0,0.4224719101123596,7,1,5,23.230769227
511.0,166.0,54.0,0.36323851203501095,7,1,1,13.133333333
497.0,201.0,81.0,0.4831730769230769,4,1,0,14.0
923.0,331.0,118.0,0.4111801242236025,4,1,2,193.84615385
778.0,298.0,114.0,0.4487951807228915,4,1,3,148.92307692999998
608.0,234.0,90.0,0.4517374517374517,4,1,4,115.38461539
592.0,228.0,88.0,0.4523809523809524,4,1,5,67.69230769
835.0,258.0,79.0,0.3412698412698413,4,1,1,52.0
455.0,180.0,71.0,0.46875,2,1,0,8.923076923
775.0,296.0,113.0,0.4471299093655589,2,1,2,175.84615384
687.0,258.0,97.0,0.4372881355932203,2,1,3,119.69230769
567.0,218.0,84.0,0.4513457556935818,2,1,4,84.15384614999999
552.0,217.0,85.0,0.4646680942184154,2,1,5,44.46153846
784.0,252.0,81.0,0.3584637268847795,2,1,1,41.84615384
515.0,192.0,71.0,0.4324324324324325,3,1,0,12.166666667000001
855.0,321.0,121.0,0.4373297002724796,3,1,2,198.92307695
868.0,320.0,118.0,0.4266666666666667,3,1,3,146.0
665.0,246.0,91.0,0.42857142857142855,3,1,4,108.15384614999999
616.0,232.0,87.0,0.4385633270321361,3,1,5,53.23076923
836.0,260.0,80.0,0.3439153439153439,3,1,1,52.0
571.3333333333334,256.0,118.0,0.5821177067349123,5,2,0,514.3076923000001
743.3333333333335,344.0,167.33333333333334,0.6265430199763035,5,2,2,1921.2307688
643.0,310.0,157.0,0.6800862753086806,5,2,3,2186.1538466
567.6666666666666,265.0,130.33333333333334,0.6449063729583738,5,2,4,1293.0769231
572.0,273.6666666666667,137.66666666666666,0.6659282831547456,5,2,5,1039.6923077
581.0,221.33333333333331,89.0,0.4737427461695695,5,2,1,962.6153846
543.3333333333334,227.0,100.0,0.5445485037167014,1,2,0,169.53846152
648.6666666666666,300.0,146.66666666666666,0.6379792589556675,1,2,2,1663.8461538000001
575.6666666666666,275.0,140.33333333333334,0.6955504302593766,1,2,3,1888.4615382000002
518.6666666666666,246.33333333333331,123.0,0.6624894009676293,1,2,4,1229.8461538000001
502.66666666666674,233.0,114.66666666666669,0.6390688914478602,1,2,5,585.2307692
592.0,229.66666666666663,93.66666666666669,0.4753486779744624,1,2,1,827.5384616
596.3333333333334,257.0,116.33333333333331,0.5645996930916386,6,2,0,704.6153846
536.0,255.66666666666663,128.0,0.6602059418497525,6,2,2,1225.8717947999999
527.6666666666666,248.33333333333331,123.33333333333331,0.6577898797915748,6,2,3,1590.8333332999998
518.0,246.66666666666663,124.33333333333331,0.6712989557585275,6,2,4,1105.8717947999999
585.3333333333334,279.6666666666667,140.66666666666666,0.6653237070534299,6,2,5,1194.2692308
456.33333333333326,183.0,79.33333333333333,0.5220595431532836,6,2,1,405.5
623.6666666666666,266.3333333333333,119.33333333333331,0.5567487687946597,7,2,0,805.8461539
502.0,230.33333333333331,111.66666666666669,0.6269316001956995,7,2,2,797.5384615999999
473.33333333333326,215.66666666666663,104.66666666666669,0.6283122077063145,7,2,3,822.6153846
469.33333333333326,210.66666666666663,100.33333333333331,0.6075386761642355,7,2,4,589.5384615
512.6666666666666,218.0,98.33333333333331,0.5587591961428541,7,2,5,444.1538461
404.66666666666674,166.66666666666666,74.0,0.5480110076018518,7,2,1,337.6538462
552.6666666666666,236.66666666666663,105.66666666666669,0.5515492374809147,4,2,0,268.46153842999996
820.0,368.33333333333326,174.33333333333337,0.5995937982290508,4,2,2,2433.230769
722.0,335.3333333333333,164.66666666666666,0.6490236655611544,4,2,3,2786.307692
547.6666666666666,259.3333333333333,129.66666666666666,0.6670298552993722,4,2,4,1874.3076923999997
560.0,262.3333333333333,129.66666666666666,0.6517748072814662,4,2,5,1069.3846154
636.3333333333334,246.0,99.33333333333331,0.4727000864258937,4,2,1,1453.5384615
499.66666666666674,221.66666666666663,101.0,0.5699384115604884,2,2,0,171.84615388
778.6666666666665,352.0,167.66666666666666,0.6087109528435554,2,2,2,2122.4615382
681.3333333333334,321.3333333333333,161.33333333333334,0.6708596432923453,2,2,3,2336.769231
538.3333333333334,252.33333333333331,124.66666666666669,0.6526449272423922,2,2,4,1552.6153845999997
516.6666666666666,239.33333333333331,117.66666666666669,0.6415671663232915,2,2,5,783.8461539
615.0,233.33333333333331,94.66666666666669,0.4753677341832751,2,2,1,1262.9230769
491.0,214.0,98.33333333333331,0.579736117995323,3,2,0,244.46153842999996
861.3333333333335,394.0,188.66666666666663,0.6105315362857305,3,2,2,2400.923077
744.3333333333335,352.33333333333326,174.66666666666663,0.6543580369945422,3,2,3,2642.6153839999997
553.6666666666666,265.0,133.33333333333334,0.6685559185559186,3,2,4,1718.1538461999999
544.3333333333334,255.33333333333331,126.33333333333331,0.6453886161434554,3,2,5,895.8461539
601.0,233.33333333333331,96.0,0.4840151356865707,3,2,1,1413.8461538
567.0,195.0,67.0,0.39,5,0,0,211.84615385
680.0,255.0,96.0,0.4366438356164384,5,0,2,654.9230769000001
533.0,203.0,77.0,0.4451754385964912,5,0,3,690.1538462
523.0,184.0,64.0,0.4008714596949891,5,0,4,574.3076923
532.0,188.0,67.0,0.4043010752688172,5,0,5,478.9230769999999
719.0,256.0,91.0,0.4076433121019109,5,0,1,214.92307695000005
531.0,187.0,66.0,0.4021505376344086,1,0,0,52.61538462
653.0,234.0,84.0,0.4112478031634446,1,0,2,524.4615384
557.0,204.0,75.0,0.4232365145228216,1,0,3,542.0
539.0,185.0,63.0,0.388655462184874,1,0,4,433.2307693
507.0,177.0,62.0,0.397752808988764,1,0,5,208.46153848
714.0,247.0,85.0,0.3926868044515103,1,0,1,208.76923081999996
513.0,182.0,65.0,0.40625,6,0,0,261.64102560000003
569.0,199.0,69.0,0.39799999999999996,6,0,2,743.0
538.0,188.0,65.0,0.3974630021141649,6,0,3,779.0
534.0,183.0,62.0,0.3877118644067797,6,0,4,691.1666666
550.0,193.0,68.0,0.4004149377593361,6,0,5,662.025641
512.0,193.0,73.0,0.4396355353075171,6,0,1,79.5
550.0,197.0,70.0,0.41041666666666665,7,0,0,370.03846150000004
594.0,201.0,68.0,0.3821292775665399,7,0,2,446.0
515.0,180.0,63.0,0.3982300884955752,7,0,3,387.38461540000003
533.0,182.0,62.0,0.386411889596603,7,0,4,296.76923079999995
520.0,182.0,63.0,0.3982494529540481,7,0,5,180.46153849
521.0,200.0,77.0,0.4504504504504505,7,0,1,50.88461538
497.0,177.0,63.0,0.4078341013824885,4,0,0,69.84615384
791.0,295.0,110.0,0.4331864904552129,4,0,2,715.8461538
683.0,243.0,86.0,0.40703517587939697,4,0,3,781.8461539
527.0,188.0,67.0,0.40869565217391307,4,0,4,706.1538462
536.0,186.0,64.0,0.3940677966101695,4,0,5,410.0
727.0,262.0,94.0,0.4139020537124801,4,0,1,311.8461539
510.0,179.0,63.0,0.4004474272930649,2,0,0,47.23076923
668.0,252.0,95.0,0.4397905759162304,2,0,2,581.5384615
623.0,227.0,83.0,0.4203703703703704,2,0,3,602.9230769000001
521.0,181.0,63.0,0.3951965065502183,2,0,4,506.30769230000004
506.0,176.0,61.0,0.3955056179775281,2,0,5,261.84615386999997
687.0,245.0,87.0,0.4083333333333333,2,0,1,264.30769234
489.0,179.0,65.0,0.4221698113207547,3,0,0,75.07692308
803.0,292.0,106.0,0.4189383070301291,3,0,2,645.5384615
750.0,263.0,92.0,0.3996960486322189,3,0,3,720.7692307
562.0,198.0,70.0,0.4024390243902439,3,0,4,600.1538462
525.0,184.0,64.0,0.3991323210412148,3,0,5,319.0769231
698.0,249.0,88.0,0.4081967213114754,3,0,1,290.92307696
584.8333333333334,301.1666666666667,165.25,0.7318672754347887,5,4,0,1297.0769231
691.3333333333335,381.83333333333326,222.25,0.7876892206618384,5,4,2,1502.9230769
593.6666666666666,336.4166666666667,200.91666666666663,0.8606127484867988,5,4,3,2131.2307690000002
514.25,302.0833333333333,187.91666666666663,0.9241308221484101,5,4,4,1704.3076922999999
560.25,318.6666666666667,190.91666666666663,0.8553691072635763,5,4,5,1889.076923
583.75,325.4166666666667,190.66666666666663,0.8279797491965506,5,4,1,1576.1538460000002
533.1666666666666,277.5,153.0,0.7314162192315243,1,4,0,411.2307693
628.0,340.75,193.5,0.7600799772577194,1,4,2,1240.7692308
524.8333333333334,300.1666666666667,181.0,0.8637075199835959,1,4,3,1521.8461538000001
477.5,270.9166666666667,163.08333333333334,0.8678540111078806,1,4,4,1127.8461538000001
455.75,259.5,157.08333333333334,0.8851804800614199,1,4,5,709.8461537999999
616.8333333333334,332.0833333333333,189.0,0.7804973269025575,1,4,1,1312.3076922999999
655.1666666666666,344.91666666666674,193.5,0.7614512738915503,6,4,0,2413.2307690000002
574.4166666666666,315.8333333333333,183.33333333333331,0.8120998416228752,6,4,2,1494.7692308
534.4166666666666,314.75,196.25,0.9250720883896544,6,4,3,2092.153846
544.5833333333334,315.0833333333333,192.0,0.8841478796952901,6,4,4,1799.3461538
602.6666666666666,340.5833333333333,203.41666666666663,0.8361329640058092,6,4,5,2332.923077
569.0833333333334,289.8333333333333,155.83333333333334,0.7090366082877503,6,4,1,606.4871794999999
725.5833333333335,374.41666666666674,205.16666666666663,0.7271149318872115,7,4,0,3054.615385
538.5,311.5,191.5,0.908238197255298,7,4,2,1162.6153846
500.58333333333326,286.5,175.0,0.901118387059158,7,4,3,1230.6153846
504.75,280.25,165.66666666666666,0.8326397455407855,7,4,4,932.4615385000001
501.16666666666674,270.75,155.58333333333334,0.7906054586578772,7,4,5,778.3076924
489.0,263.4166666666667,151.41666666666666,0.802699457512628,7,4,1,426.4615384
472.91666666666674,256.8333333333333,147.91666666666666,0.8047362056634179,4,4,0,511.38461530000006
687.5833333333335,385.5,226.5,0.8109883054807413,4,4,2,1667.6923077000001
599.5,343.0833333333333,207.66666666666663,0.8706752464456514,4,4,3,2267.692308
501.25,288.75,175.75,0.8863598503998027,4,4,4,1980.7692308
503.25,282.3333333333333,167.58333333333334,0.8470536187399951,4,4,5,1639.5384615
602.8333333333334,332.3333333333333,192.5,0.8043362739955735,4,4,1,1891.3846158000001
532.75,269.5,143.33333333333334,0.6898771420931339,2,4,0,328.7692308
660.6666666666666,366.33333333333326,214.58333333333331,0.8141471783145001,2,4,2,1392.1538461
548.6666666666666,318.4166666666667,195.08333333333331,0.8940525445544947,2,4,3,1777.2307692
470.41666666666674,271.8333333333333,166.75,0.8989110925770455,2,4,4,1374.3076922999999
445.16666666666674,253.0,153.16666666666666,0.8774209967221022,2,4,5,913.0769230999999
664.75,349.33333333333326,194.08333333333331,0.7864003880893753,2,4,1,1716.6153846
493.83333333333326,255.75,139.16666666666666,0.7194204782386819,3,4,0,439.23076929999996
707.8333333333335,384.41666666666674,219.25,0.7711838974913428,3,4,2,1589.2307692
623.4166666666666,352.75,209.08333333333331,0.8306363932722061,3,4,3,2130.3076922
566.25,310.9166666666667,180.25,0.8008997165790421,3,4,4,1697.6923077000001
503.33333333333326,282.6666666666667,168.0,0.8419990751531338,3,4,5,1138.7692308
657.9166666666666,349.5,194.25,0.7464675653452483,3,4,1,1856.0000002000002
